[9698058.840378787, 7357207.195749952, 4785595.475786279, 3797797.4907135977, 3275490.3100017374, 2492923.6316332356, 1238084.1543779008, 1228763.378563053, 1768893.5628077353, 1561716.173087841, 1507831.3462549679, 1906086.9254711769, 1986973.6967080939, 2388142.842278087, 11084.713713871492, 11100.678523146054]
[5601455.144381189, 3376131.378839835, 3074163.1379926475, 1453590.8821132479, 1471974.6407831707, 1268820.5546808245, 1592511.4896502974, 1171736.6494482534, 1311457.4785205165, 771822.6119954017, 1186901.4144513248, 927551.3980668138, 1366502.6341967972, 918264.131119499, 770748.5614071512, 1336832.5853672598]
[2631628.918403393, 1352521.6358263076, 1854310.8857944955, 2224837.082487232, 8462598.561127178, 15966412.654422982, 15414462.536235979, 3479694.643528401, 1818046.7318182443, 1400846.0428218546, 1366672.6879677358, 1802952.6344884352, 1192464.930740743, 1690869.9582277024, 9561.339047780995, 9626.782103531377]
[12058043.662704106, 4868472.700282897, 8534648.784108095, 2574322.244535299, 1861064.9427245676, 1708104.1788538143, 1594032.7584874143, 1777406.2982719508, 1414054.222407068, 1971187.2709039887, 1363747.6857602708, 1187626.1265275243, 920409.0690497565, 1490678.6754335405, 332803.7717719651, 7935.960743616568]
[9894532.150995381, 3943749.6365107386, 4516244.99167765, 2384085.793905007, 2349579.758362114, 1378512.3601964738, 1212569.3774973543, 1189605.939069996, 500525.25622498913, 762225.9705606813, 905684.9166745059, 558908.4673433987, 1145866.1663042547, 6894.2451671069275, 6912.336429293005, 6534.697126832986]
[4924870.651954426, 5643735.617672629, 3694766.8402216663, 2486668.020463402, 854455.2085647171, 1505892.2213007605, 1278704.8644454663, 937119.9889369647, 938777.0941963557, 695828.3010548068, 1329281.5490470857, 1094821.6669706833, 1461597.0443537321, 1624959.9844388259, 1273199.74422137, 1807501.0452176647]
[21386334.26438068, 7687148.013485416, 8489992.792209607, 3729370.656442844, 2341404.554464829, 1704552.3973753909, 1334961.2373476694, 1017392.7833955244, 2145905.2190257674, 1735109.3460240795, 1485619.6651868348, 1132096.9449954573, 1521940.5467633724, 1468464.2940645409, 2104194.2774604084, 238816.0505247327]
[5185398.909588773, 2745007.579970629, 2505805.0960631324, 2156621.3986019264, 1595865.7456244205, 1708389.2711987717, 1717371.069313649, 1212663.7744917332, 1537789.6807887477, 1543326.1702573493, 1792703.0327121262, 1643432.440140406, 1903095.5353072616, 1817381.2370082403, 9442.23926311134, 9324.81135052717]
[673811.2713764871, 1064341.7042105638, 7754860.66859559, 4513472.894143778, 6294184.900357172, 2333398.410401595, 1278371.9748483412, 932179.8924661366, 329745.1751302402, 319520.4409250443, 639516.2904678326, 932411.2122881413, 875111.0528338738, 725494.9184653244, 411802.2164402819, 4520.722424051677]
[5785732.36292115, 4784405.2617416205, 5860710.5455416385, 1550256.2960990975, 1079204.550187085, 767223.642700701, 603033.6567267365, 673375.531838637, 822569.0698023897, 1167330.1615489693, 1104319.33098994, 628903.2474011038, 744257.5847838579, 450084.58977471275, 1067075.219517849, 1109450.8438486475]
[1974831.087876122, 1660775.1157366869, 1426023.914009166, 1519566.4118810412, 1214392.5083736437, 8751347.416222133, 4044626.928510422, 4052912.2827526876, 1901173.1229031195, 1143049.6081945808, 789575.0142321091, 1207919.2642227688, 1286872.9629130955, 363456.3305701345, 7479.13202563647, 7324.339136276394]
[3434301.68539836, 2961659.459753679, 2817792.0722505655, 1259743.5907054346, 850528.3926191523, 1282245.2816324525, 1380270.827769175, 728463.6243354989, 787071.6445862902, 1626718.239492989, 1494435.4420685656, 1258386.6548323638, 1395080.8691024194, 956805.892741714, 1453525.405568584, 793966.802150735]
[15410210.37241358, 7497691.985552557, 4512047.557439107, 3088509.2380409464, 3373349.4812277006, 2368419.4437905215, 1637627.8794395968, 1288268.7618079137, 1241919.4339843479, 1008244.3744174709, 1292880.031651687, 1045289.6518802366, 1002901.4453043067, 1905473.4778486774, 11007.092632494647, 9429.534294426136]
[3008415.5013328907, 2063409.0275808813, 1766777.6767388438, 984297.8678291115, 1088150.072366144, 1464597.9037302053, 1313010.813697083, 1226331.0993898944, 1925566.2701066288, 2111132.1309006005, 1861225.2266601585, 1518749.8393808652, 1203170.5784022012, 8168.655626732488, 8221.209389786964, 7989.671148399857]
[9843216.929535255, 9863848.82641483, 6954530.319016318, 3127673.036678388, 1685140.3945497456, 1645539.1401196166, 1507779.2641501478, 1328140.266454479, 1161534.9187298387, 703843.4415935575, 985034.5750257258, 1153997.5253164119, 38832.159360326, 6633.663752432728, 6532.17292769252, 6231.222252067703]
[7376200.81563996, 3296578.6171310074, 5444205.010816441, 3095697.355906197, 1367789.68467357, 1640794.414111711, 1349931.158293245, 860505.2127089517, 775376.0742225262, 608520.1903443245, 1107611.1849710892, 786949.7169807488, 904776.2525147205, 940382.9240869788, 346562.2531286878, 7123.247980738599]
[4680549.3536432255, 3729342.0654147407, 3960782.8863922223, 1873799.6663139365, 1397753.5340881916, 882589.712012082, 1389308.7002201392, 773059.882590912, 1001877.9050105705, 1088958.9036951328, 628357.2075976321, 688804.2689214905, 1044692.7740455257, 6150.285965404213, 6056.963193453406, 5672.666590076145]
[3677788.4022945105, 2657644.5709305564, 2911974.8883732, 1771100.9369210599, 1177680.9474849855, 925913.6270778895, 1279584.7560183872, 1366470.4419748583, 1026316.2548589061, 1211394.796029568, 742484.0834516451, 822585.0990381361, 975416.52702884, 820712.6679074875, 7329.6503335046955, 7104.2324517512425]
